Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2010-01-19,6.437315464019775,38.634429931640625,6.380499839782715,34.0501594543457,47.2607536315918,40.992530822753906,17.07951545715332,15.932961463928223,41.211585998535156,26.188508987426758,124.73756408691406,19.43842124938965,28.191469192504883,72.85672760009766,40.3889045715332,28.43488883972168,17.018238067626953,40.50737380981445,43.637046813964844,22.29619789123535,23.139114379882812,12.934085845947266,0.3990238606929779,38.232765197753906,16.528676986694336,33.777034759521484,27.040042877197266,19.500293731689453,12.464235305786133,12.861579895019531
2010-01-20,6.338228225708008,38.399471282958984,6.289000034332275,34.066017150878906,46.91007995605469,40.20537567138672,16.846054077148438,15.650847434997559,40.42026138305664,26.340524673461914,125.43279266357422,19.29033851623535,27.86908531188965,70.74394989013672,40.26528549194336,28.513734817504883,16.740732192993164,40.20745849609375,43.43199157714844,22.521244049072266,22.75965690612793,12.828153610229492,0.39742136001586914,37.714927673339844,16.367197036743164,33.43535232543945,26.593612670898438,19.404844284057617,12.256694793701172,12.821115493774414
2010-01-21,6.228664398193359,38.016815185546875,6.330999851226807,33.41608428955078,46.130855560302734,38.247581481933594,16.435653686523438,15.375149726867676,39.4323844909668,25.850704193115234,120.25971984863281,19.169193267822266,26.796716690063477,70.06502532958984,39.53600311279297,26.634708404541016,16.39987564086914,40.32871627807617,42.39643478393555,21.999788284301758,22.328123092651367,12.720219612121582,0.39032459259033203,37.33434295654297,16.31709098815918,33.449031829833984,25.477527618408203,18.74557876586914,12.224766731262207,12.59735107421875
2010-01-22,5.919729709625244,37.996681213378906,6.071499824523926,30.58648681640625,45.01654815673828,36.498355865478516,15.860601425170898,14.727567672729492,38.57896423339844,25.318655014038086,115.21366119384766,18.657649993896484,26.237497329711914,68.16403198242188,39.06012725830078,25.728063583374023,16.360666275024414,40.44994354248047,41.77100372314453,21.335628509521484,21.546890258789062,12.588305473327637,0.3768177926540375,37.6275749206543,16.14726448059082,33.01169967651367,25.52370834350586,18.363798141479492,12.109025955200195,12.602110862731934
2010-01-25,6.078986644744873,37.399192810058594,6.015500068664551,29.95242691040039,45.024322509765625,37.09712600708008,15.759846687316895,14.740394592285156,38.55828094482422,25.267986297607422,115.8565673828125,18.590343475341797,26.46116828918457,68.5007553100586,39.07248306274414,25.76089859008789,16.393850326538086,40.25852584838867,41.95040512084961,21.275243759155273,21.814743041992188,12.726213455200195,0.38322776556015015,37.82722473144531,16.40338897705078,33.40802001953125,25.400558471679688,18.208415985107422,12.244721412658691,12.5878267288208
2010-01-26,6.164904594421387,37.98324203491211,5.973999977111816,30.198101043701172,44.96977996826172,37.57480239868164,16.07440757751465,14.682698249816895,38.351409912109375,25.048410415649414,112.79154205322266,18.66438865661621,26.29669761657715,68.2997817993164,38.80671691894531,25.255016326904297,16.330509185791016,40.71795654296875,41.847896575927734,21.176443099975586,21.948671340942383,12.740211486816406,0.37109458446502686,37.864662170410156,17.491943359375,34.323707580566406,24.969514846801758,18.013084411621094,12.041178703308105,12.761601448059082
2010-01-27,6.222976207733154,38.7619743347168,6.137499809265137,30.649906158447266,48.2581672668457,35.95339584350586,16.071949005126953,14.842982292175293,38.118656158447266,24.761274337768555,113.25508117675781,18.738422393798828,26.48748207092285,68.6148452758789,39.208438873291016,25.839757919311523,16.442115783691406,40.66690444946289,42.19136428833008,21.209375381469727,22.07515525817871,12.792171478271484,0.3811675012111664,37.93953323364258,17.781476974487305,34.781524658203125,25.585294723510742,18.62572479248047,11.921443939208984,12.711610794067383
2010-01-28,5.965831756591797,38.990230560302734,6.301499843597412,29.66707420349121,48.74907302856445,34.890411376953125,15.767220497131348,14.439047813415527,37.880733489990234,24.78661346435547,114.5931625366211,18.401884078979492,26.197998046875,67.2135238647461,39.43094253540039,25.938297271728516,16.342573165893555,40.09260559082031,41.396751403808594,20.841609954833984,21.69570541381836,12.6962308883667,0.3683473765850067,38.48232650756836,17.70073890686035,34.35103225708008,25.731544494628906,18.346040725708008,11.70592212677002,12.52355670928955
2010-01-29,5.7493977546691895,39.25875473022461,6.270500183105469,29.84937286376953,47.22178649902344,35.14606475830078,15.61731243133545,14.40699291229248,37.30146789550781,24.95551109313965,111.17682647705078,18.85283851623535,25.421680450439453,66.47486114501953,38.8499755859375,25.583518981933594,16.36368751525879,39.837364196777344,41.26346206665039,20.956884384155273,20.96656036376953,12.742205619812012,0.35232239961624146,38.4012336730957,17.636709213256836,34.624351501464844,25.400558471679688,18.208415985107422,11.741841316223145,12.71875
2010-02-01,5.829325199127197,39.419864654541016,5.94350004196167,30.28531265258789,48.07894515991211,35.61701583862305,16.017881393432617,14.573690414428711,38.056583404541016,24.930177688598633,114.47355651855469,19.10860824584961,25.90195655822754,67.71320343017578,38.99213409423828,26.03684425354004,16.40289878845215,40.769012451171875,41.237831115722656,21.022754669189453,21.137691497802734,12.812161445617676,0.37933602929115295,38.67573165893555,17.990278244018555,34.63801956176758,25.50061798095703,18.57023048400879,11.817679405212402,12.730652809143066
2010-02-02,5.863152980804443,39.762245178222656,5.906000137329102,30.927324295043945,48.26595687866211,36.027400970458984,15.988390922546387,14.75963306427002,38.506561279296875,25.318655014038086,117.32185363769531,19.539379119873047,26.00063705444336,68.1802978515625,39.54835891723633,26.641279220581055,16.60500144958496,40.85834884643555,41.232696533203125,21.70337677001953,21.17488670349121,12.778181076049805,0.38322776556015015,39.24350357055664,18.25197410583496,34.91135787963867,26.208749771118164,18.647920608520508,11.865570068359375,12.733034133911133
2010-02-03,5.964034557342529,39.65483093261719,5.954999923706055,30.380413055419922,48.21888732910156,35.91975402832031,16.126012802124023,14.791691780090332,37.86522674560547,25.968936920166016,117.53852081298828,19.162460327148438,25.796682357788086,68.25093841552734,39.32588577270508,26.470470428466797,16.550703048706055,41.611324310302734,41.78125,21.2532901763916,21.301372528076172,12.792171478271484,0.3864328861236572,39.0875129699707,17.887271881103516,34.5560188293457,25.646862030029297,18.539155960083008,11.65005111694336,12.91871452331543
2010-02-04,5.749100208282471,38.62099075317383,5.796999931335449,29.746320724487305,46.539920806884766,34.5809211730957,15.342073440551758,14.849390029907227,36.91353988647461,25.056859970092773,112.64208984375,18.799001693725586,24.822986602783203,66.80618286132812,38.714019775390625,25.195884704589844,16.116352081298828,40.877479553222656,40.60725402832031,20.364070892333984,20.713594436645508,12.410408973693848,0.3639976978302002,38.30763244628906,17.77590560913086,33.982032775878906,24.984907150268555,18.434829711914062,11.42654800415039,12.60925006866455
2010-02-05,5.851177215576172,38.72169494628906,5.869500160217285,29.999961853027344,45.81813049316406,34.81640625,15.256064414978027,15.195623397827148,36.81529235839844,24.947071075439453,115.24352264404297,18.832656860351562,24.651914596557617,67.08861541748047,38.714019775390625,25.163040161132812,16.013795852661133,40.43718719482422,40.26378631591797,20.16098403930664,20.847515106201172,12.332453727722168,0.37132349610328674,38.24524688720703,17.78983497619629,34.357852935791016,25.046485900878906,18.32605743408203,11.470453262329102,12.723514556884766
2010-02-08,5.811063766479492,38.573997497558594,5.8414998054504395,29.159807205200195,45.41801071166992,34.163822174072266,15.26589298248291,15.067390441894531,36.272212982177734,24.89640235900879,112.95604705810547,19.243228912353516,24.257177352905273,66.49392700195312,38.54714584350586,24.76883316040039,15.881073951721191,40.15004348754883,39.746009826660156,20.08414077758789,20.624319076538086,12.252504348754883,0.3706366717815399,38.064308166503906,17.59494972229004,33.51737594604492,24.94642448425293,18.434829711914062,11.322774887084961,12.599733352661133
2010-02-09,5.873030185699463,38.40616989135742,5.901500225067139,29.754270553588867,46.86943435668945,36.01395797729492,15.890094757080078,15.317449569702148,36.882503509521484,25.20042610168457,113.99517059326172,19.43168830871582,24.88219451904297,67.21954345703125,38.788177490234375,25.222166061401367,16.291292190551758,40.56481170654297,40.35606384277344,20.01827621459961,20.840078353881836,12.49435806274414,0.36766067147254944,38.53224563598633,17.753639221191406,33.8726921081543,25.400558471679688,18.483667373657227,11.474441528320312,12.675901412963867
2010-02-10,5.84099817276001,38.15779495239258,5.868000030517578,29.92071533203125,46.712528228759766,35.7582893371582,15.907296180725098,15.234089851379395,36.592857360839844,25.360883712768555,114.84739685058594,19.283613204956055,24.8164005279541,67.00131225585938,38.76963806152344,25.53752326965332,16.224939346313477,40.36062240600586,40.30479431152344,19.87006950378418,20.825204849243164,12.52033805847168,0.3747573792934418,38.47606658935547,17.533700942993164,33.95469665527344,25.177345275878906,18.59369659423828,11.522335052490234,12.673526763916016
2010-02-11,5.94727087020874,37.9295539855957,6.004499912261963,30.348712921142578,47.53630828857422,37.77664566040039,16.209564208984375,15.343090057373047,37.0997428894043,25.470674514770508,115.16136169433594,19.51245880126953,25.151935577392578,67.50321960449219,38.88089370727539,25.636072158813477,16.35464096069336,40.705196380615234,41.150665283203125,20.243314743041992,20.92192268371582,12.58230209350586,0.3919271230697632,38.657005310058594,17.742490768432617,34.30317687988281,25.4929256439209,18.927160263061523,11.590184211730957,12.635437965393066
2010-02-12,5.99846076965332,37.91611862182617,5.982999801635742,30.451751708984375,46.798831939697266,37.81029510498047,15.995762825012207,15.234089851379395,37.07886505126953,25.39466667175293,115.07166290283203,19.519187927246094,24.908510208129883,67.65054321289062,38.763465881347656,25.590089797973633,16.282245635986328,40.57756805419922,40.59188461303711,20.265274047851562,20.780550003051758,12.490361213684082,0.3971925675868988,38.53224563598633,17.803749084472656,34.474029541015625,24.769393920898438,18.84713363647461,11.546279907226562,12.592588424682617
